,mz,mzmin,mzmax,rt,rtmin,rtmax,npeaks,mzXML,X3.15V,X3.30V,X3.45V,RSD
380,69.04723046,69.04483264,69.0484502,1778.54,1769.73,1797.05,10,3,1464.87,1172.34,1291.71325,0.112310716
386,69.04961031,69.04844149,69.05014345,1684.895,1674.33,1700.62,6,3,11633.97517,11988.571,11777.04,0.015118494
388,69.0498925,69.04955746,69.05014056,1666.06,1657.79,1666.38,3,2,14586.75424,12214.23484,11616.504,0.122679611
389,69.04587757,69.04587342,69.04588173,452.143,451.878,452.408,2,2,2106.680417,1838.730143,1979.752129,0.06786492
390,69.04598552,69.04593365,69.0460374,465.3465,463.988,466.705,2,1,2722.641429,2995.881585,2989.930661,0.053763538
391,69.04956349,69.04955482,69.04957215,1185.875,1185.77,1185.98,2,1,2954.51019,2650.704,1934.761333,0.208318068
393,69.04987785,69.04952679,69.05022891,1418.515,1414.35,1422.68,2,2,17716.74787,15837.80462,13865.13333,0.12184796
394,69.04968137,69.04968137,69.04968137,1506.56,1506.56,1506.56,1,1,5784.302307,4426.03,5183.173553,0.132645782
395,69.04963448,69.04963448,69.04963448,1493.77,1493.77,1493.77,1,1,16665.18141,11938.03565,14959.23714,0.164858103
396,69.04962253,69.04962253,69.04962253,1521.91,1521.91,1521.91,1,1,9972.619583,8818.713333,10995.09961,0.109666135
398,69.04831713,69.04831713,69.04831713,1065.83,1065.83,1065.83,1,1,6768.561539,7231.835417,5426.087273,0.144833521
399,69.04966391,69.04966391,69.04966391,1537.52,1537.52,1537.52,1,1,10533.43726,8520.616471,10738.33962,0.123408276
400,69.0457588,69.0457588,69.0457588,323.276,323.276,323.276,1,1,2285.1855,2337.402774,2636.2,0.078274517
401,69.0459446,69.0459446,69.0459446,634.916,634.916,634.916,1,1,2716.379485,2714.742086,3087.825838,0.075688537
402,69.04606426,69.04606426,69.04606426,429.646,429.646,429.646,1,1,2840.454545,3080.78861,3197.65736,0.059916089
404,69.04963175,69.04963175,69.04963175,1557.82,1557.82,1557.82,1,1,8765.484662,7701.813913,9299.941268,0.094717544
405,69.04739298,69.04739298,69.04739298,710.093,710.093,710.093,1,1,4797.971751,4772.242811,3851.864333,0.120464562
406,69.04865059,69.04865059,69.04865059,1028.8,1028.8,1028.8,1,1,3093.320347,3270.252632,2088.553704,0.226220395
407,69.0472007,69.0472007,69.0472007,507.669,507.669,507.669,1,1,3642.743262,4326.826483,4467.565204,0.106430688
408,69.0472691,69.0472691,69.0472691,870.568,870.568,870.568,1,1,2470.655518,2418.724059,2720.590668,0.063624643
409,69.07057391,69.06941864,69.07177915,71.557,70.998,72.647,3,2,2316.473867,3090.188868,3046.304151,0.154238303
410,69.49605195,69.49512336,69.49698055,1743.38,1743.21,1743.55,2,2,2218.58,2722.707273,1393.730884,0.317713615
412,69.99389086,69.99389086,69.99389086,1228.52,1228.52,1228.52,1,1,4192.563889,3092.230857,3235.45348,0.170595116
413,69.99390925,69.99390925,69.99390925,1176.34,1176.34,1176.34,1,1,3079.242036,3201.949091,3069.853061,0.023646013
414,69.99504415,69.99504415,69.99504415,1045.24,1045.24,1045.24,1,1,2686.006667,2570.031724,2769.943359,0.037521683
415,69.99503827,69.99503827,69.99503827,633.448,633.448,633.448,1,1,1074.298901,1117.1424,1253.006071,0.081262322
416,69.99398707,69.99398707,69.99398707,831.386,831.386,831.386,1,1,4823.050909,5389.978222,4952.312585,0.058775269
418,69.99506844,69.99506844,69.99506844,1049.47,1049.47,1049.47,1,1,2873.891667,2781.019286,2879.435669,0.019435527
422,70.06822449,70.06591128,70.07066209,120.539,119.659,121.274,10,3,6456.155344,4431.168467,8586.318182,0.320093699
423,70.94234663,70.94234663,70.94234663,1769.6,1769.6,1769.6,1,1,977.8721565,1141.305556,1030.103161,0.079514419
424,70.94358879,70.94358879,70.94358879,1755.03,1755.03,1755.03,1,1,4080.701723,4697.796923,5791.937586,0.178435839
425,70.99347701,70.99119568,70.99470672,1743.21,1742.65,1743.6,4,3,2353.742222,2619.89,1914.705,0.15509138
429,71.93178495,71.92807098,71.93407837,33.985,26.407,36.127,11,3,2463.330171,1796.76,3929.223071,0.399635608
430,71.93171694,71.92815331,71.93309515,442.74,441.245,452.091,4,2,1577.896091,3211.580647,3416.928715,0.368394405
431,71.93178871,71.93172777,71.93302136,507.669,506.423,507.669,3,2,1409.559741,1660.16731,2159.554759,0.21904296
433,71.93185935,71.93166855,71.93300212,536.909,536.843,546.758,3,2,2982.92741,4063.38225,1902.363933,0.362235525
434,71.93291163,71.93286696,71.9329563,108.9605,108.655,109.266,2,1,5615.618294,4364.021689,6918.215226,0.226747409
435,71.93116886,71.93057004,71.93176767,325.563,325.563,325.563,2,1,4130.126465,6041.734378,4918.871887,0.19097644
436,71.93057533,71.92817363,71.93297703,427.379,425.823,428.935,2,2,4366.904531,6991.2216,4670.459245,0.268688861
437,71.93117389,71.93056852,71.93177925,78.342,76.727,79.957,2,1,10743.92496,8130.811867,9158.327285,0.140882017
438,71.95153315,71.95052995,71.95333869,39.4995,38.954,39.874,8,3,1932.24496,2553.36164,2742.879393,0.175984741
440,71.93587743,71.93578147,71.93596559,1794.37,1791.49,1797.25,4,1,4536.196849,2464.173333,5506.430519,0.372763214
441,71.93544511,71.93539119,71.93569412,1755.865,1752.73,1761.85,4,3,12177.90419,14736.81156,18605.87791,0.213276891
442,71.95569367,71.95563768,71.95677606,39.4995,39.149,39.874,4,3,1935.934214,1788.434045,1732.572111,0.057760858
